"","X","AllScores","AllAiScores","filename","kaiscore","AiRanges","aiRange","kaiscore_numeric","mean_score","sd_score","max_score","mean_kaiscore","max_kaiscore","min_kaiscore","true_range"
"392",71,42656.4775411296,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"393",72,23039.1299929576,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"394",73,40430.3482457885,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"395",74,42749.6078292983,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"396",75,34530.209058237,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"397",76,24033.9821118637,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"398",77,32525.2583616775,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"399",78,35784.210713114,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"400",79,45255.0599830238,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5,85,40,45
"401",0,7327.24637869502,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"402",1,31498.7028562181,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"403",2,31183.5867490194,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"404",3,34202.3608625123,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"405",4,34548.9602967544,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"406",5,32055.353019595,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"407",6,10217.3429191299,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"408",7,32457.9853256247,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"409",8,29506.0946214443,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"410",9,18402.7461200075,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"411",10,8433.37969231401,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"412",11,17894.4271513241,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"413",12,24244.8010739742,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"414",13,26928.275319852,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"415",14,13289.4493271884,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"416",15,23687.9825699042,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57,57,57,0
"417",16,36339.795122669,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"418",17,5602.37614945339,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"419",18,29260.0830378374,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"420",19,20765.4755323871,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"421",20,34130.9957873774,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"422",21,21903.0341134455,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"423",22,23265.3765333147,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"424",23,2740.13368594422,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"425",24,-6760.13104887433,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"426",25,29852.7081728408,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"427",26,29308.2381734176,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"428",27,34437.5280988418,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"429",28,12366.9862753201,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"430",29,10812.3326674454,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"431",30,28315.247961802,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"432",31,26254.4865635874,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57,67,47,20
"433",32,46307.8702165837,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"434",33,19766.9435407836,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"435",34,23040.7252435027,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"436",35,17695.7165933654,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"437",36,33873.1622794227,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"438",37,7306.46825489325,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"439",38,27755.9841983553,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"440",39,30124.0705337483,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"441",40,33277.6135574596,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"442",41,6946.18778223787,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"443",42,34013.3714945365,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"444",43,28150.3148606338,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"445",44,9681.50605667244,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"446",45,20066.4192714732,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"447",46,10184.1236956876,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"448",47,27188.0346366208,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5,77,40,37
"449",48,17635.9155552401,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"450",49,34886.0467244747,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"451",50,42408.1817658375,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"452",51,41647.1298246136,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"453",52,38470.2928599319,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"454",53,31726.0582501362,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"455",54,40122.5330540485,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"456",55,-6482.0264653903,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"457",56,49516.0939141532,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"458",57,29134.828116734,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"459",58,32547.4647081215,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"460",59,37413.9673288629,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"461",60,28512.8998829601,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"462",61,24535.7351592093,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"463",62,14192.3093561737,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"464",63,33011.2957310158,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5,87,40,47
"465",64,44302.3507020882,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"466",65,43077.3478298294,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"467",66,19960.8950785859,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"468",67,39253.2691055164,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"469",68,40540.6244805207,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"470",69,44384.116565837,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"471",70,41043.9735039974,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"472",71,47899.6267536324,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"473",72,39008.0893800864,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"474",73,30610.3788239898,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"475",74,46337.1923674066,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"476",75,35941.0310947371,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"477",76,45597.4414050001,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"478",77,43249.8331999871,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"479",78,36706.9799826109,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"480",79,48094.3356011928,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5,97,40,57
"481",0,20230.6167079411,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"482",1,42078.7223438249,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"483",2,32763.0622320194,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"484",3,34532.3030564833,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"485",4,36628.0226869169,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"486",5,48908.6729838395,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"487",6,46404.7118127627,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"488",7,39034.4358078731,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"489",8,30987.4277413066,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"490",9,26991.6590007269,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"491",10,44770.7573762654,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"492",11,32842.3384069277,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"493",12,32749.1705805397,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"494",13,34143.9212397932,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"495",14,42221.0281784921,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"496",15,35763.6408170397,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70,70,70,0
"497",16,37301.6422088758,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"498",17,36701.5813175612,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"499",18,33983.1301215113,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"500",19,33099.6828793047,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"501",20,33931.9355137213,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"502",21,44624.6354695737,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"503",22,41042.3508434168,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"504",23,44416.5283954159,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"505",24,37115.369885202,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"506",25,36019.9471913992,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"507",26,13717.1902444758,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"508",27,33871.3889586516,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"509",28,21343.1120290613,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"510",29,34454.3973522292,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"511",30,22700.6900170258,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"512",31,29281.09611076,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70,80,60,20
"513",32,41565.6970775302,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"514",33,47227.2073913732,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"515",34,44486.3520670943,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"516",35,26761.0922682683,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"517",36,29541.5566629054,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"518",37,46868.8314601632,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"519",38,40880.6912028839,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"520",39,35588.0995725808,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"521",40,30073.2004982349,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"522",41,39483.0077091426,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"523",42,29226.5195373546,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"524",43,37727.4029113087,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"525",44,42018.6946550463,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"526",45,42373.1503470559,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"527",46,31528.9469196886,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"528",47,17379.4799769803,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70,90,50,40
"529",48,50608.5251415643,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"530",49,41821.4710999394,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"531",50,42335.1589954695,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"532",51,43057.9352170187,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"533",52,46433.959094801,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"534",53,43421.6469920471,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"535",54,48022.6891617282,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"536",55,44802.2154440376,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"537",56,40282.6680422187,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"538",57,48080.8580609195,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"539",58,48255.2858078938,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"540",59,42378.2309133792,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"541",60,36371.6813999406,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"542",61,40436.7351696633,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"543",62,53071.1375776226,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"544",63,41403.1696660454,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70,100,40,60
"545",64,36108.1766387198,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"546",65,52372.673637115,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"547",66,48901.4807161451,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"548",67,43038.8758518563,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"549",68,38771.3530255488,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"550",69,53848.3066845329,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"551",70,44478.1630667007,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"552",71,50533.672962569,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"553",72,52747.9016609405,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"554",73,50845.6115133674,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"555",74,32731.3972615603,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"556",75,52533.5554204217,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"557",76,42670.2583139961,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"558",77,49418.9074322479,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"559",78,48054.3454211253,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"560",79,47633.6764787352,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75,110,40,70
"561",0,44793.7997486625,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"562",1,27050.4445479906,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"563",2,42561.0264506725,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"564",3,34081.2160913873,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"565",4,48039.6964483321,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"566",5,40343.9340387198,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"567",6,42894.3201005951,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"568",7,36614.6316366446,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"569",8,49811.0415767489,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"570",9,38753.922726922,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"571",10,51586.2291147608,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"572",11,40638.7401194479,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"573",12,38113.132231587,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"574",13,52635.4126495663,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"575",14,50414.6465916657,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"576",15,45900.2645601477,0,"results/rawdata/Car_ai82.csv","82","0",0,82,42030.9048846743,6355.30157196712,52635.4126495663,82,82,82,0
"577",16,50181.8431272702,20,"results/rawdata/Car_ai82.csv","82","20",20,82,43319.2241949613,9145.65718648694,51554.6018322695,82,92,72,20
"578",17,41050.1157408568,20,"results/rawdata/Car_ai82.csv","82","20",20,82,43319.2241949613,9145.65718648694,51554.6018322695,82,92,72,20
"579",18,50664.2335611908,20,"results/rawdata/Car_ai82.csv","82","20",20,82,43319.2241949613,9145.65718648694,51554.6018322695,82,92,72,20
"580",19,43386.2556019352,20,"results/rawdata/Car_ai82.csv","82","20",20,82,43319.2241949613,9145.65718648694,51554.6018322695,82,92,72,20
